Idle Hours in a Library,William Henry Hudson,1897
What a Girl Can Make and Do,Lina Beard,1902
The Progress of Invention in the Nineteenth Century,Edward W. Byrn,1900
"The Wasteland, Prufrock and Other Poems",T.S. Eliot,1922
Ecce Homo/The Antichrist,Friedrich Nietzsche,1888
Venus in Furs,Leopold von Sacher-Masoch,1870
Florante at Laura,Francisco Balagtas,1861
Plays by Susan Glaspell,Susan Glaspell,1987
The Complete Fairy Tales,Hans Christian Andersen,1835
Uncle Vanya,Anton Chekhov,1897
Confessions of a Thug,Philip Meadows Taylor,1839
Twelve Years a Slave,Solomon Northup,1853
The World as Will and Idea: Abridged in 1 Vol,Arthur Schopenhauer,1819
Collected Stories of Guy De Maupassant,Guy de Maupassant,1927
The Red Room and Other Stories,H.G. Wells,2000
The Decline and Fall of the Roman Empire,Edward Gibbon,1776
Democracy and Education,John Dewey,1916
The Problems of Philosophy,Bertrand Russell,1912
History of the Peloponnesian War,Thucydides,411
El Filibusterismo,José Rizal,1891
Essays and Poems,Ralph Waldo Emerson,1856
Anti-Federalist Papers (1787-1789),Founding Fathers,2004
Common Sense,Thomas Paine,1776
The Souls of Black Folk,W.E.B. Du Bois,1903
Noli Me Tángere,José Rizal,1887
Bliss,Katherine Mansfield,1918
"Memoirs of Benjamin Franklin; Written by Himself, Volume II (of 2) With his Most Interesting Essays, Letters, and Miscellaneous Writings; Familiar, Moral, ... and Valuable to the General Reader",Benjamin Franklin,2012
The Light Princess and Other Fairy Stories,George MacDonald,1864
Extracts from Adam's Diary/Eve's Diary,Mark Twain,1906
Third class in Indian railways,Mahatma Gandhi,1917
The Winter's Tale,William Shakespeare,1611
The Weird Orient; Nine Mystic Tales from Morocco,Henry Iliowizi,1900
The Song of Roland,Unknown,1100
Police Operation,H. Beam Piper,1948
American Fairy Tales,L. Frank Baum,1901
Fuzzy Sapiens,H. Beam Piper,1964
The Skylark of Space,"E.E. ""Doc"" Smith",1928
The Complete Tales,Beatrix Potter,1986
The Happy Prince,Oscar Wilde,1888
The Necklace and Other Stories: Maupassant for Modern Times,Guy de Maupassant,1884
Aaron's Rod,D.H. Lawrence,1922
Platero y yo,Juan Ramón Jiménez,1914
The Fox,D.H. Lawrence,1923
The Thirty-Nine Steps / Greenmantle,John Buchan,1915
The Fall of the House of Usher and Other Tales,Edgar Allan Poe,1960
Emile or On Education,Jean-Jacques Rousseau,1762
Parade's End,Ford Madox Ford,1928
The Charwoman's Daughter,James Stephens,1912
Oroonoko,Aphra Behn,1688
Nostromo,Joseph Conrad,1904
Quo Vadis,Henryk Sienkiewicz,1895
The Purloined Letter,Edgar Allan Poe,1844
Amok and Other Stories,Stefan Zweig,1922
The Annals of Imperial Rome,Tacitus,116
The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone,Sophocles,450
The Golden Bough,James George Frazer,1890
Peanut: The Story of a Boy (Classic Reprint),Albert Bigelow Paine,2018
Patty in the City,Carolyn Wells,1905
Patty's Pleasure Trip,Carolyn Wells,2008
Patty in Paris,Carolyn Wells,1907
The Letters and Works of Lady Mary Wortley Montagu;,Mary Wortley Montagu,2006
King Arthur and His Knights: Selected Tales,Thomas Malory,1860
Arthurian Romances,Chrétien de Troyes,1190
The Mabinogion,Unknown,1410
The First William Morris Omnibus: The House of the Wolflings; The Well at the World's End; Wood Beyond the World,William Morris,2004
The Well at the World's End,William Morris,1896
Bone to His Bone: The Stoneground Ghost Tales of E.G. Swain,E.G. Swain,1989
The Analects,Confucius,429
"The Dragon and the Raven, or, The Days of King Alfred",G.A. Henty,1885
The Origin of Species,Charles Darwin,1858
King Harald's Saga,Snorri Sturluson,1230
News from Nowhere,William Morris,1890
The Defendant,G.K. Chesterton,1901
The Railway Children,E. Nesbit,1906
I Dyreskind: Fortaelling Fra Finmarken (1906),Matti Aikio,2010
Eccentricities of the Animal Creation,John Timbs,2003
A Pirate of the Caribbees,Harry Collingwood,2007
Curious Creatures in Zoology: Illustrated Legends and Myths from Around the World,John Ashton,2018
Harmaja linna,Juho Koskimaa,1921
Ihmisruumiin substanssi suomalais-ugrilaisten kansojen taikuudessa : taikapsykologinen tutkimus,Albert Hämäläinen,1920
Kuuden vuosikymmenen ajoilta: Muistelmia Suomesta,August Schauman,1901
Muinaisten suomalaisten pakanalliset epäjumalat,Gustaf Erik Eurén,1858
Pikakuvia 1867 Katovuodesta Ja Sen Seurauksista,Pietari Paivarinta,2016
Vääpeli Lemminkäisen päiväkirja: Suomen kaartin retkestä Konstantinopolin muurien edustalle vuosina 1877-1878,Janne Jernvall,1881
Tiedot suomen-suwun muinaisuudesta,Yrjö Sakari Yrjö-Koskinen,1862
Suomenlahden salaisuus,K. A. Tavastjerna,1918
Fictitious & Symbolic Creatures in Art,John Vinycomb,2012
A Room of One's Own,Virginia Woolf,1929
Second Thoughts Of An Idle Fellow,Jerome K. Jerome,1898
"Quaker Arrivals at Philadelphia, 1682-1750; Being a List of Certificates of Removal Received at Philadelphia Monthly Meeting of Friends",Albert Cook Myers,2009
"The defence of Warner Mifflin against aspersions cast on him on account of his endeavors to promote righteousness, mercy and peace, among mankind.",Warner Mifflin,1796
White Nights,Fyodor Dostoyevsky,1848
Seven Commentaries on an Imperfect Land,Ruthanna Emrys,2014
Avi Cantor Has Six Months to Live,Sacha Lamb,2017
Three Partitions,Bogi Takács,2014
The Lone Star Ranger,Zane Grey,1914
Edward II,Christopher Marlowe,1598
The Motor Car Dumpy Book The Dumpy Books for Children #32,Thomas William Hodgson Crosland,1904
The Dumpy Books for Children: No. 7. a Flower Book,Eden Coybee,1901
The Complete Poems of Paul Laurence Dunbar [Illustrated],Paul Laurence Dunbar,-1
The Soul Bird,Michal Snunit,1985
The Captain of the Pole-Star (Fantasy and Horror Classics),Arthur Conan Doyle,1890
Tales of Wonder,Lord Dunsany,2010
Major Barbara,George Bernard Shaw,1905
Great Ghost Stories,Joseph Lewis French,1918
"Tish by Mary Roberts Rinehart, Fiction",Mary Roberts Rinehart,1916
The Marble Faun,Nathaniel Hawthorne,1860
Chitra - A Play in One Act,Rabindranath Tagore,1892
The Unknown a Play in Three Acts,W. Somerset Maugham,2015
The Carved Lions,Mary Louisa Molesworth,1895
Curious Myths of the Middle Ages,Sabine Baring-Gould,1868
Fairy Tales from Gold Lands,May Wentworth Newman,2013
"Look Homeward, Angel",Thomas Wolfe,1929
Something Fresh,P.G. Wodehouse,1915
The Big Four,Agatha Christie,1927
The Mystery of the Blue Train,Agatha Christie,1928
"Schools, School-Books and Schoolmasters; A Contribution to the History of Educational Development in Great Britain",William Carew Hazlitt,2015
Folk Tales of Breffny,Bampton Hunt,2015
Jungle Peace,C. William Beebe,1918
The Carmina of Caius Valerius Catullus (Translated and Annotated),Caius Valerius Catullus,2016
Cousin Phyllis,Elizabeth Gaskell,1864
The Soul of Man Under Socialism,Oscar Wilde,1891
Political Ideals,Bertrand Russell,1917
The Age of Reason,Thomas Paine,1794
The Adventure of the Illustrious Client,Arthur Conan Doyle,1924
Old Greek Stories,James  Baldwin,1895
Deathworld 2,Harry Harrison,1963
The Buddhist Catechism,Henry Steel Olcott,1881
Enuma Elish: The Seven Tablets of the History of Creation,Unknown,1126
How to Live on 24 Hours a Day,Arnold Bennett,1908
Literary Taste,Arnold Bennett,1909
Cottage Economy,William Cobbett,1823
Strait is the Gate,André Gide,1909
The Hunting of the Snark,Lewis Carroll,1876
A Wonder-Book for Girls and Boys,Nathaniel Hawthorne,1852
Tanglewood Tales: A Wonder-Book for Girls and Boys,Nathaniel Hawthorne,1851
Lest We Forget World War Stories,John Gilbert Thompson,2008
Mrs Craddock,W. Somerset Maugham,1902
The Open Window (Simplified for Modern Readers Series),Saki,2014
Tom Swift Among the Fire Fighters,Victor Appleton,1921
Tom Swift And His Undersea Search,Victor Appleton,1920
The Clue of the Twisted Candle,Edgar Wallace,1916
The King's Daughter and Other Stories for Girls,Various,1910
Twice-Told Tales,Nathaniel Hawthorne,1837
Lord Arthur Savile's Crime and Other Stories,Oscar Wilde,1891
Twenty Years After,Alexandre Dumas,1845
Anne of the Island,L.M. Montgomery,1915
The Forest,Stewart Edward White,2012
The Native's Return: An American Immigrant Visits Yugoslavia and Discovers His Old Country,Louis Adamic,1934
Mightier than the Sword: A Classic English Fiction Novel,Alphonse Courlander,2015
Scottish Ghost Stories,Elliott O'Donnell,1911
Arts and Crafts Essays,Members of Members of the Arts and Crafts Exhibiti,2009
Mearing Stones Leaves from my Note-Book on Tramp in Donegal,Joseph      Campbell,2009
Old Cookery Books and Ancient Cuisine,William Carew Hazlitt,1902
Preface to a Dictionary of the English Language,Samuel Johnson,2004
Alarms and Discursions,G.K. Chesterton,1911
Tremendous Trifles,G.K. Chesterton,1909
Medieval People,Eileen Power,1924
Autobiography of a Yogi,Paramahansa Yogananda,1946
The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,1917
The Blue Hotel,Stephen Crane,1898
Jane Talbot (Revised Edition),Charles Brockden Brown,2007
Casting the Runes (Fantasy and Horror Classics),M.R. James,1911
The Deserted House,E.T.A. Hoffmann,1817
Man and Superman,George Bernard Shaw,1903
The Country Wife,William Wycherley,1675
Japanese girls and women,Alice Mabel Bacon,1975
Botchan,Natsume Sōseki,1906
Ten Days that Shook the World,John   Reed,1919
Lysistrata,Aristophanes,411
The Brown Fairy Book,Andrew Lang,1904
"The Goddess Of Atvatabar; Being The History Of The Discovery Of The Interior World, And Conquest Of Atvatabar",William Richard Bradshaw,1891
Beatrix Potter's Nursery Rhyme Book,Beatrix Potter,1984
The Tale of the Pie and the Patty-Pan,Beatrix Potter,1905
"The Tale of Samuel Whiskers, or The Roly-Poly Pudding",Beatrix Potter,1908
Maxims,François de La Rochefoucauld,1665
The Square of Sevens An Authoritative Method of Cartomancy with a Prefatory Note,Edward Prime-Stevenson,2011
A General History of the Pyrates,Daniel Defoe,1724
Twenty Drawings,Kahlil Gibran,1974
The Immoralist,André Gide,1901
Fear and Trembling,Søren Kierkegaard,1843
مایده‌های زمینی,André Gide,1897
Real Folks,A.D.T. Whitney,1871
"Lulu's Library, Volume 1 of 3",Louisa May Alcott,2011
The Lady of Shalott,Alfred Tennyson,1833
Why They Married,James Montgomery Flagg,1906
The Saga of the Volsungs,Anonymous,1290
"The Sin of Monsieur Pettipon, and Other Humorous Tales",Richard Connell,1977
The Trojan Women,Euripides,450
MR Punch's Animal Land,E.T. Reed,2015
Rewards and Fairies,Rudyard Kipling,1910
The Golden Key,George MacDonald,1867
The War of the Roses,John G. Edgar,1863
Red Nails,Robert E. Howard,1936
Lulu's Library,Louisa May Alcott,1886
Phèdre,Jean Racine,1676
The Food of the Gods,H.G. Wells,1904
Astounding Stories of Super-Science January 1931,Harry Bates,2011
Dwellers in the Mirage,Abraham Grace Merritt,1932
"Lessons in the Art of Illuminating - A Series of Examples Selected from Works in the British - Museum, Lambeth Palace Library, and the South Kensingto",W.J. Loftie,2012
The King of Schnorrers,Israel Zangwill,1894
My Lady Greensleeves,Frederik Pohl,1957
Plague of Pythons,Frederik Pohl,1965
Survival Kit,Frederik Pohl,1979
Wolfbane,Frederik Pohl,1957
Burning Sands,Arthur Weigall,2011
The Spoilers,Rex Beach,1905
Back to God's Country,James Oliver Curwood,1920
The Covered Wagon,Emerson Hough,2008
The Last Days of Pompeii,Edward Bulwer-Lytton,1834
Bardelys the Magnificent,Rafael Sabatini,1905
The Senator's Favorite,Mrs. Alex. McVeigh Miller,1897
Arrowsmith,Sinclair Lewis,1925
Emma,Charlotte Brontë,1860
The Birth of Tragedy,Friedrich Nietzsche,1871
Night and Day,Virginia Woolf,1919
City of God,Augustine of Hippo,426
Anne's House of Dreams,L.M. Montgomery,1917
Blackboard Drawing,Frederick Whitney,2011
Sylvie and Bruno Concluded,Lewis Carroll,1893
Mother Goose for Grown Folks,A.D.T. Whitney,2008
Burmese Days,George Orwell,1934
The Wooing of Calvin Parks,Laura Elizabeth Richards,1908
Anne of Windy Poplars,L.M. Montgomery,1936
Blood Brothers (a Medic's Sketch Book),Eugene C. Jacobs,2006
Conquest of Granada,Washington Irving,1829
Ten Years Later,Alexandre Dumas,1847
What Jesus Taught,Osborne John Peter Widtsoe,2016
Miracles and Supernatural Religion,James Morris Whiton,2000
"Astounding Stories, April, 1931",Various,2010
"Astounding Stories, February, 1931",Harry Bates,2009
The Anti-Christ,Friedrich Nietzsche,1888
Astounding Stories: May 1931,Douglas M. Dold,1931
Six Months in Mexico,Nellie Bly,2010
"Dawn O'Hara, the Girl Who Laughed by Edna Ferber, Fiction, Classics, Literary",Edna Ferber,1911
Alexander the Great,Jacob Abbott,1849
Famous Men of the Middle Ages,John Henry Haaren,1904
Histoires Insolites,Villiers de L'Isle-Adam,1888
Unknown to History: The Captivity of Mary of Scotland,Charlotte Mary Yonge,1882
Secrets Of The Woods,William Joseph Long,1899
The Children of the New Forest,Frederick Marryat,1847
"The Heroes, or, Greek Fairy Tales for My Children",Charles Kingsley,1855
English Fairy Tales,Joseph Jacobs,1890
The Little Duke,Charlotte Mary Yonge,1854
The Burgess Bird Book for Children,Thornton W. Burgess,1919
The King of the Golden River,John Ruskin,1851
Tales from Shakespeare,Charles Lamb,1899
Viking Tales,Jennie Hall,1902
The Boy Scouts Book Of Campfire Stories,Franklin K. Mathiews,1921
Complete Original Short Stories of Guy De Maupassant,Guy de Maupassant,1911
Die Räuber,Friedrich Schiller,1781
Nathan der Weise,Gotthold Ephraim Lessing,1779
Die Judenbuche,Annette von Droste-Hülshoff,1842
L'Oeuvre du Comte de Mirabeau,Honoré-Gabriel Riqueti de Mirabeau,1921
Der Sandmann,E.T.A. Hoffmann,1816
Regrets sur ma vieille robe de chambre,Denis Diderot,1769
La Pantoufle de Sapho,Leopold von Sacher-Masoch,1859
The Book of Masks (1921),Rémy de Gourmont,1896
One of Cleopatra's Nights: And Other Fantastic Romances,Théophile Gautier,1992
J.-K. Huysmans et le Satanisme,Joanny Bricaud,1913
Infernaliana,Charles Nodier,1822
Escal-Vigor,Georges Eekhoud,1899
Tomorrow's Eve,Villiers de L'Isle-Adam,1886
La Place Royale,Pierre Corneille,1634
Exemplary Stories,Miguel de Cervantes Saavedra,1613
Bruges-La-Morte,Georges Rodenbach,1892
Poems by T. S. Eliot,T.S. Eliot,1919
Esther Waters,George Moore,2001
From Dartmouth to the Dardanelles,Wolstan Beaumont Charles Weld Forester,1916
True Stories of Girl Heroines,Evelyn Everett-Green,2009
The Planet Savers,Marion Zimmer Bradley,1976
Falcons of Narabedla,Marion Zimmer Bradley,1957
I Say No,Wilkie Collins,1884
Much Ado About Nothing,William Shakespeare,1598
The Man of Feeling,Henry MacKenzie,1771
A Leaf In The Storm: And Other Stories,Ouida,2006
The Independence of Claire,Mrs. George de Horne Vaizey,1915
The Sickness Unto Death: A Christian Psychological Exposition for Upbuilding and Awakening,Søren Kierkegaard,1849
Ramona,Helen Hunt Jackson,2002
The Queen Bee,Edna L. Lee,1949
The Early Life and Adventures of Sylvia Scarlett,Compton Mackenzie,1918
The Mountain School-Teacher,Melville Davisson Post,2013
Philo Gubb: Correspondence-School Detective,Ellis Parker Butler,1918
Sunshine Sketches of a Little Town,Stephen Leacock,1912
The Wisdom of Fools,Margaret Deland,2005
The Moon Endureth: Tales and Fancies,John Buchan,1912
Sanditon,Jane Austen,1817
The Day of the Beast,Zane Grey,1922
Rootabaga Stories,Carl Sandburg,1922
El amor de Erika Ewald,Stefan Zweig,1904
The Queen of Hearts,Wilkie Collins,1859
Embarrassments,Henry James,1896
Orlando Furioso,Ludovico Ariosto,1516
Blind Love,Wilkie Collins,1890
Basil,Wilkie Collins,1852
Two on a Tower,Thomas Hardy,1882
Effi Briest,Theodor Fontane,1894
Journey to the West (4-Volume Boxed Set),Wu Cheng'en,1592
Twenty-Five Ghost Stories,W. Bob Holland,1950
The Touchstone,Edith Wharton,1900
Idle Thoughts of an Idle Fellow,Jerome K. Jerome,1886
The Tale of Squirrel Nutkin,Beatrix Potter,1903
The Golden Age,Kenneth Grahame,1895
Abbotsford and Newstead Abbey,Washington Irving,1835
Kokoro,Natsume Sōseki,1914
The Woodlanders,Thomas Hardy,1887
Grace Harlowe's Plebe Year at High School: The Merry Doings of the Oakdale Freshmen Girls,Jessie Graham Flower,1910
A College Girl,Mrs. George de Horne Vaizey,1913
The Diary of a Freshman,Charles Macomb Flandrau,2007
The Nicest Girl in the School,Angela Brazil,1909
Sarah's School Friend,May Baldwin,1910
Grace Harlowe's First Year at Overton College,Jessie Graham Flower,1914
Helen Grant's Schooldays,Amanda M. Douglas,1903
A World of Girls: The Story of a School,L.T. Meade,1886
A Sweet Girl Graduate,L.T. Meade,1891
The Waste Land,T.S. Eliot,1922
"Piru : Historiallinen katsaus pirun alkuperään, elämään ja toimintaan",Johannes Rahamägi,1912
Maailman loppu : romaani ankarasta elämästä avaruudessa,Johannes Karma,1921
Bo-Peep Story Books,Clara de Chatelain,1870
Her Ladyship's Elephant,David Dwight Wells,1898
Old-Fashioned Fairy Tales,Juliana Horatia Ewing,1882
The Silver Crown: Another Book of Fables,Laura Elizabeth Richards,1906
The Kalevala,Elias Lönnrot,1835
The Tale of Tom Kitten,Beatrix Potter,1907
The Tale of Two Bad Mice,Beatrix Potter,1904
The Tale of Mrs. Tittlemouse,Beatrix Potter,1910
The Story of A Fierce Bad Rabbit,Beatrix Potter,1906
The Tale of the Flopsy Bunnies,Beatrix Potter,1909
"The Piazza Tales by Herman Melville, Fiction, Classics, Literary",Herman Melville,1856
Adonais,Percy Bysshe Shelley,1971
Alice's Adventures in Wonderland,Lewis Carroll,1865
"An Annapolis Plebe (Robert Drake, #1)",Edward L. Beach,1907
The Life of William Carey,George         Smith,1885
In the Days of Giants,Abbie Farwell Brown,1902
Behind the Green Door,Mildred A. Wirt,1940
"Tom Swift and His Motor-Cycle, or, Fun and Adventures on the Road",Victor Appleton,1910
Danger at the Drawbridge,Mildred A. Wirt,1940
The Wishing Well,Mildred A. Wirt,1942
The Clock Strikes Thirteen,Mildred A. Wirt,1942
Clue of the Silken Ladder,Mildred A. Wirt,1941
The Flower Princess,Abbie Farwell Brown,1904
Candida,George Bernard Shaw,1934
The Senator's Bride,Mrs. Alex. McVeigh Miller,1897
The Raven,Edgar Allan Poe,1844
Israel Potter,Herman Melville,1855
Outwitting the Hun: My Escape from a German Prison Camp,Pat O'Brien,1918
White Fang,Jack London,1906
"Clotel: or, The President's Daughter",William Wells Brown,1853
Bouvard and Pecuchet,Gustave Flaubert,1881
"The History of Henry Esmond, Esq.",William Makepeace Thackeray,1852
The Voyage Out,Virginia Woolf,1915
The Last Stroke,Lawrence L. Lynch,2011
What Is Man?,Mark Twain,1905
Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1921
Leonardo's Notebooks,Leonardo da Vinci,1519
Le neveu de Rameau,Denis Diderot,1769
Grimm's Fairy Tales,Jacob Grimm,1857
The Confidence-Man,Herman Melville,1857
The Absurd ABC,Walter Crane,2005
The Tragedy of the Korosko,Arthur Conan Doyle,1898
The Fairy-Faith in Celtic Countries,W.Y. Evans-Wentz,1903
Fifty-One Tales,Lord Dunsany,1915
Some Experiences of an Irish R.M.,Edith Somerville,1899
"Memoirs of Margaret Fuller Ossoli, Volume I",Margaret Fuller,2007
Christmas Roses and Other Stories,Anne Douglas Sedgwick,1920
"At Home And Abroad Or, Things And Thoughts In America and Europe",Margaret Fuller,1860
Goody Two-Shoes,Anonymous,1765
"Memoirs of Margaret Fuller Ossoli, Volume II",Margaret Fuller,1899
The Book of the Damned,Charles Fort,1919
Tante (The Best Sellers of 1912),Anne Douglas Sedgwick,2000
The Holly-Tree,Charles Dickens,2012
Max Havelaar: Or the Coffee Auctions of the Dutch Trading Company,Multatuli,1860
Joseph Andrews,Henry Fielding,1742
"Don't Marry; or, Advice as to How, When and Who to Marry",James W. Donovan,1890
The Sleeping Beauty and Other Fairy Tales from the Old French,Arthur Quiller-Couch,1910
My Trip Abroad,Charlie Chaplin,1922
The Forsaken Inn,Anna Katharine Green,1889
The Sword Maker,Robert Barr,1910
The Night of the Trolls,Keith Laumer,2016
Phineas Finn,Anthony Trollope,1865
Christmas at Thompson Hall: A Mid-Victorian Christmas Tale,Anthony Trollope,1861
Mother,Maxim Gorky,1906
The Counterfeiters,André Gide,1925
The Complete Poems of Emily Dickinson,Emily Dickinson,1890
To the Lighthouse,Virginia Woolf,1927
Praise of Folly,Erasmus,1510
Contes,Jacob Grimm,1958
Frogs,Aristophanes,405
The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,1938
DÆMONOLOGIE,KING JAMES the FIRST,2013
Der verzauberte Garten,E. Nesbit,1911
"Pierre: or, the Ambiguities",Herman Melville,1852
Language of Flowers,Kate Greenaway,1884
The Silent Barrier,Louis Tracy,1911
Tender Is the Night,F. Scott Fitzgerald,1934
THE MAGIC RING AND OTHER STORIES,Various,2015
"My Pretty Maid, or, Liane Lester",Mrs. Alex. McVeigh Miller,1899
An Enemy of the People,Henrik Ibsen,1882
Mathilda,Mary Wollstonecraft Shelley,1819
Here and Now: Story Book,Lucy Sprague Mitchell,1921
Coriolanus,William Shakespeare,1605
Saint Joan,George Bernard Shaw,1923
The Rape of the Lock,Alexander Pope,1717
Ghosts,Henrik Ibsen,1881
A Summer in Leslie Goldthwaite's Life,A.D.T. Whitney,2008
Kristin Lavransdatter,Sigrid Undset,1920
The Misanthrope,Molière,1666
The Women's War,Alexandre Dumas,1844
Jacques the Fatalist,Denis Diderot,1785
The History Of Sir Charles Grandison Bart,Samuel Richardson,1753
Vathek,William Beckford,1786
A Catalogue Of Play Equipment,Jean Lee Hunt,1918
Seven Who Were Hanged,Leonid Andreyev,1908
"The Poems of Emma Lazarus, Vol. II",Emma Lazarus,2007
"The Poems of Emma Lazarus, Vol. I",Emma Lazarus,2007
The Blazing World,Margaret Cavendish,1666
The Beggar's Opera,John Gay,1728
Red Harvest,Dashiell Hammett,1929
Leon Roch: A Romance - Volume 2,Benito Pérez Galdós,1878
The Waves,Virginia Woolf,1931
We Girls: A Home Story,A.D.T. Whitney,2004
A Little Housekeeping Book for a Little Girl,Caroline French Benton,2008
Leon Roch: A Romance - Volume 1,Benito Pérez Galdós,1878
The Uncalled A Novel,Paul Laurence Dunbar,1898
The Gods and Mr. Perrin; A Tragi-Comedy,Hugh Walpole,1911
Pan,Knut Hamsun,1894
Green Mansions,William Henry Hudson,1904
The Hidden Words,Bahá'u'lláh,1858
Mythical Monsters,Charles Gould,1886
The Prose Works of Jonathan Swift,Jonathan Swift,2010
Medea/Hippolytus/The Bacchae,Euripides,1963
The Metamorphoses of Ovid,"Riley, Henry T. (Henry Thomas)",2010
The Travels of Marco Polo,Milton Rugoff,1961
The Tale of Genji,Murasaki Shikibu,1008
Grief Lessons: Four Plays by Euripides,Euripides,2006
Shadows of Blue & Gray: The Civil War Writings of Ambrose Bierce,Ambrose Bierce,2002
Plato's Socrates,Thomas C. Brickhouse,1994
"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,385
The Eclogues,Virgil,38
The Poems Of John Donne (Longman Annotated English Poets),John Donne,2010
Complete Poems: Charles Baudelaire,Charles Baudelaire,2007
The Poems of Jonathan Swift: Volumes I-III,Jonathan Swift,1958
Collected Poems of T.S. Eliot,T.S. Eliot,1936
"Boswell on the Grand Tour: Italy, Corsica and France 1765-1766",James Boswell,1955
The Poetical Works of George Crabbe (1888),George Crabbe,1977
History Of England Vol 8,Hilaire Belloc,2000
Civil War Poetry and Prose,Walt Whitman,1872
"The Journal of His German and Swiss Travels, 1764",James Boswell,1953
The Selected Poems,Li Bai,1996
Egmont a Tragedy in Five Acts,Johann Wolfgang von Goethe,1788
Selected Works,Johann Wolfgang von Goethe,1999
Selected Poems and Two Plays,W.B. Yeats,1962
Jane Austen's Letters,Jane Austen,1932
A Garland for Girls,Louisa May Alcott,1887
The Duchess of Malfi,John Webster,1614
The Subjection of Women,John Stuart Mill,1869
The Life/Against Apion,Flavius Josephus,1926
Mahabharata,C. Rajagopalachari,400
The Damned,Algernon Blackwood,1914
The Vampyre and Other Tales of the Macabre,John William Polidori,1819
Those Brewster Children (Classic Reprint),Florence Morse Kingsley,2015
The Complete Poems,Catullus,60
The Pirates Own Book Authentic Narratives of the Most Celebrated Sea Robbers,Charles Ellms,1837
ما الإنسان,Mark Twain,1917
"The Letters of Charles Dickens Vol. 3, 1836-1870",Charles Dickens,-1
"The Great English Short-Story Writers, Volume 1",Frank R. Stockton,2011
The Lock and Key Library Classic Mystery and Detective Stories: Old Time English,Charles Robert Maturin,2011
Mark Twain's Burlesque Autobiography,Mark Twain,2010
Pearl-Fishing Choice Stories from Dickens' Household Words,Charles Dickens,2013
Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,1907
The Loving Ballad of Lord Bateman,Charles Dickens,2007
Alonzo Fitz and Other Stories,Mark Twain,2004
The Complete Letters of Mark Twain,Mark Twain,1975
The American Claimant,Mark Twain,1892
Charles Dickens' Children Stories,Charles Dickens,1900
"The Letters of Charles Dickens Vol. 1, 1833-1856",Charles Dickens,2008
Mrs. Lirriper's Legacy,Charles Dickens,1864
Tom Sawyer Abroad,Mark Twain,1894
Carnival of Crime (Spencer Library),Mark Twain,1877
"The Treaty with China, its Provisions Explained",Mark Twain,2010
Dickens' Stories About Children Every Child Can Read,Charles Dickens,2010
Miscellaneous Papers,Charles Dickens,2001
The Signalman,Charles Dickens,1866
"The Letters of Charles Dickens Vol. 2, 1857-1870",Charles Dickens,2008
A Budget of Christmas Tales by Charles Dickens and Others,Louis Klopsch,1895
Goldsmith's Friend Abroad Again,Mark Twain,2002
Master Humphrey's Clock,Charles Dickens,1997
Lords of the Housetops: Thirteen Cat Tales,Carl Van Vechten,1921
The Curious Republic of Gondour and Other Whimsical Sketches,Mark Twain,1919
Rambling Notes of an Idle Excursion,Mark Twain,1878
Fenimore Cooper's Literary Offenses,Mark Twain,1895
In Defence of Harriet Shelley,Mark Twain,2000
Perils of Certain English Prisoners,Charles Dickens,1857
Memoirs of Joseph Grimaldi (Pushkin Collection),Charles Dickens,1968
Sketches of Young Couples,Charles Dickens,1843
Dombey and Son,Charles Dickens,1848
Nicholas Nickleby,Charles Dickens,1839
The Seven Poor Travellers,Charles Dickens,1854
George Silverman's Explanation,Charles Dickens,1985
Going Into Society,Charles Dickens,1859
"Captain Boldheart and the Latin Grammar Master: A Holiday Romance from the Pen of Lieutenant Colonel Robin Redforth, Aged Nine (1912)",Charles Dickens,1867
Sketches of Young Gentlemen,Charles Dickens,1838
Those Extraordinary Twins,Mark Twain,1894
The Gilded Age,Mark Twain,1873
Is Shakespeare Dead?,Mark Twain,1908
"Extracts from Adam's Diary, translated from the original ms.",Mark Twain,1904
The Mudfog Papers (Pocket Classics),Charles Dickens,1837
The Mystery of Edwin Drood,Charles Dickens,1870
A Horse's Tale,Mark Twain,1907
Essays on Paul Bourget,Mark Twain,2000
Pictures from Italy,Charles Dickens,1846
A Message from the Sea,Charles Dickens,1998
Sketches by Boz,Charles Dickens,1836
The Haunted House,Charles Dickens,1859
1601: Conversation as it Was by the Social Fireside in the Time of the Tudors,Mark Twain,1880
Editorial Wild Oats,Mark Twain,1970
Doctor Marigold,Charles Dickens,1866
Barnaby Rudge,Charles Dickens,1841
The Lamplighter,Charles Dickens,2000
The Magic Fishbone,Charles Dickens,-1
Mugby Junction,Charles Dickens,1866
A Child's Dream of a Star,Charles Dickens,1850
Speeches,Mark Twain,1923
Extract from Captain Stormfield's Visit to Heaven (Literary Classics),Mark Twain,1909
The Lazy Tour Of Two Idle Apprentices,Charles Dickens,1857
The Stolen White Elephant,Mark Twain,1882
The Mysterious Stranger,Mark Twain,1916
Somebody's Luggage,Charles Dickens,1862
Speeches: Literary and Social,Charles Dickens,2004
